V3.3.7.0 Spectrometer Data File
******************************************************
Spectrometer	_Tristan exUV-VIS-NIR (SN 1035)_200_1100_1035
Spectrum Name	200_1100_1035_11
Date of Measurement	2008-4-24 0:42:34
Number of Bands	1368
Spectrum Type	Irradiance
Integration Time (msec)	43,475
Cycles/Average	3
Resolution	3
Background Correction	FALSE
Dark Correction	TRUE
************ Start Spectral data *********************
Index	X:200_1100_1035_11	Y:200_1100_1035_11
455	563,5	0,01259
456	564	0,01092
457	564,6	0,009835
458	565,2	0,01155
459	565,8	0,01328
460	566,4	0,01339
461	567	0,009731
462	567,5	0,009822
463	568,1	0,009916
464	568,7	0,00917
465	569,3	0,008427
466	569,9	0,00858
467	570,5	0,008733
468	571,1	0,008056
469	571,6	0,008992
470	572,2	0,007542
471	572,8	0,006092
472	573,4	0,008039
473	574	0,008199
474	574,6	0,008362
475	575,1	0,007735
476	575,7	0,008483
477	576,3	0,008054
478	576,9	0,008422
479	577,5	0,00879
480	578,1	0,007592
481	578,7	0,00817
482	579,2	0,00875
483	579,8	0,009076
484	580,4	0,009563
485	581	0,01005
486	581,6	0,009296
487	582,2	0,008856
488	582,7	0,009331
489	583,3	0,009805
490	583,9	0,008501
491	584,5	0,009486
492	585,1	0,008654
493	585,7	0,009417
494	586,3	0,01018
495	586,8	0,007683
496	587,4	0,009916
497	588	0,009901
498	588,6	0,0108
499	589,2	0,009934
500	589,8	0,009808
501	590,3	0,009684
502	590,9	0,009388
503	591,5	0,00936
504	592,1	0,01099
505	592,7	0,01038
506	593,3	0,009768
507	593,9	0,008738
508	594,4	0,009511
509	595	0,01028
510	595,6	0,009353
511	596,2	0,01075
512	596,8	0,00958
513	597,4	0,009914
514	597,9	0,01025
515	598,5	0,01009
516	599,1	0,009864
517	599,7	0,01031
518	600,3	0,01076
519	600,9	0,01088
520	601,5	0,009684
521	602	0,01039
522	602,6	0,01109
523	603,2	0,01193
524	603,8	0,01276
525	604,4	0,0129
526	605	0,01045
527	605,6	0,01127
528	606,1	0,01209
529	606,7	0,01208
530	607,3	0,01254
531	607,9	0,01299
532	608,5	0,01231
533	609,1	0,01163
534	609,6	0,01184
535	610,2	0,01206
536	610,8	0,01295
537	611,4	0,0125
538	612	0,01171
539	612,6	0,00957
540	613,2	0,011
541	613,7	0,01244
542	614,3	0,009578
543	614,9	0,00672
544	615,5	0,006487
545	616,1	0,006487
546	616,7	0,00649
547	617,2	0,008861
548	617,8	0,009375
549	618,4	0,009892
550	619	0,01004
551	619,6	0,01019
552	620,2	0,01024
553	620,8	0,01028
554	621,3	0,00936
555	621,9	0,01102
556	622,5	0,01106
557	623,1	0,0111
558	623,7	0,01087
559	624,3	0,01031
560	624,8	0,01082
561	625,4	0,01132
562	626	0,01107
563	626,6	0,01081
564	627,2	0,0104
565	627,8	0,01039
566	628,4	0,01039
567	628,9	0,01029
568	629,5	0,009743
569	630,1	0,01106
570	630,7	0,0108
571	631,3	0,01158
572	631,9	0,01017
573	632,4	0,01051
574	633	0,01086
575	633,6	0,009714
576	634,2	0,01014
577	634,8	0,01057
578	635,4	0,008832
579	636	0,00916
580	636,5	0,009489
581	637,1	0,008296
582	637,7	0,009659
583	638,3	0,01103
584	638,9	0,01179
585	639,5	0,01257
586	640	0,01255
587	640,6	0,00874
588	641,2	0,008637
589	641,8	0,008632
590	642,4	0,008728
591	643	0,008824
592	643,6	0,01047
593	644,1	0,01096
594	644,7	0,01246
595	645,3	0,01065
596	645,9	0,01039
597	646,5	0,01013
598	647,1	0,01024
599	647,6	0,01035
600	648,2	0,01031
601	648,8	0,01217
602	649,4	0,01403
603	650	0,01443
604	650,6	0,01252
605	651,2	0,008726
606	651,7	0,01072
607	652,3	0,009976
608	652,9	0,009699
609	653,5	0,009756
610	654,1	0,009813
611	654,7	0,01035
612	655,3	0,01088
613	655,8	0,009467
614	656,4	0,009412
615	657	0,00936
616	657,6	0,01136
617	658,2	0,01137
618	658,8	0,01137
619	659,3	0,01281
620	659,9	0,01369
621	660,5	0,01457
622	661,1	0,01244
623	661,7	0,01244
624	662,3	0,01244
625	662,9	0,01242
626	663,4	0,01272
627	664	0,01303
628	664,6	0,01294
629	665,2	0,01286
630	665,8	0,01393
631	666,4	0,0113
632	666,9	0,01143
633	667,5	0,01155
634	668,1	0,01171
635	668,7	0,01186
636	669,3	0,01198
637	669,9	0,01317
638	670,5	0,01307
639	671	0,01299
640	671,6	0,0113
641	672,2	0,01331
642	672,8	0,01208
643	673,4	0,01264
644	674	0,0132
645	674,5	0,01602
646	675,1	0,01625
647	675,7	0,01647
648	676,3	0,01684
649	676,9	0,01721
650	677,5	0,0156
651	678,1	0,01451
652	678,6	0,01266
653	679,2	0,01278
654	679,8	0,0129
655	680,4	0,01335
656	681	0,01381
657	681,6	0,01339
658	682,1	0,01427
659	682,7	0,01516
660	683,3	0,009662
661	683,9	0,0103
662	684,5	0,01094
663	685,1	0,01238
664	685,7	0,01383
665	686,2	0,01474
666	686,8	0,01547
667	687,4	0,01508
668	688	0,01468
669	688,6	0,01459
670	689,2	0,01394
671	689,7	0,01554
672	690,3	0,01536
673	690,9	0,01519
674	691,5	0,01635
675	692,1	0,01339
676	692,7	0,014
677	693,3	0,01461
678	693,8	0,01405
679	694,4	0,01227
680	695	0,0122
681	695,6	0,01537
682	696,2	0,01324
683	696,8	0,01341
684	697,4	0,01358
685	697,9	0,01478
686	698,5	0,01537
687	699,1	0,01498
688	699,7	0,01432
689	700,3	0,01453
690	700,9	0,01475
691	701,4	0,01503
692	702	0,01353
693	702,6	0,01424
694	703,2	0,01494
695	703,8	0,01598
696	704,4	0,0175
697	705	0,01754
698	705,5	0,01805
699	706,1	0,01856
700	706,7	0,02007
701	707,3	0,02158
702	707,9	0,02133
703	708,5	0,02091
704	709	0,02124
705	709,6	0,02156
706	710,2	0,02278
707	710,8	0,024
708	711,4	0,02561
709	712	0,03292
710	712,6	0,03422
711	713,1	0,03055
712	713,7	0,03188
713	714,3	0,03321
714	714,9	0,03525
715	715,5	0,03728
716	716,1	0,0375
717	716,6	0,0398
718	717,2	0,0421
719	717,8	0,04662
720	718,4	0,04771
721	719	0,05575
722	719,6	0,06196
723	720,2	0,06344
724	720,7	0,06492
725	721,3	0,07413
726	721,9	0,07878
727	722,5	0,08123
728	723,1	0,09659
729	723,7	0,1047
730	724,2	0,1183
731	724,8	0,1184
732	725,4	0,1249
733	726	0,1315
734	726,6	0,1486
735	727,2	0,1643
736	727,8	0,1661
737	728,3	0,1828
738	728,9	0,1862
739	729,5	0,2059
740	730,1	0,2073
741	730,7	0,2241
742	731,3	0,2435
743	731,8	0,266
744	732,4	0,276
745	733	0,2789
746	733,6	0,3019
747	734,2	0,3473
748	734,8	0,3862
749	735,4	0,4047
750	735,9	0,4322
751	736,5	0,4971
752	737,1	0,5341
753	737,7	0,5627
754	738,3	0,6066
755	738,9	0,6543
756	739,5	0,6971
757	740	0,7316
758	740,6	0,7723
759	741,2	0,835
760	741,8	0,8592
761	742,4	0,8638
762	743	0,8445
763	743,5	0,8606
764	744,1	0,8767
765	744,7	0,9392
766	745,3	0,9852
767	745,9	1,04
768	746,5	1,071
769	747,1	1,084
770	747,6	1,1
771	748,2	1,189
772	748,8	1,224
773	749,4	1,219
774	750	1,267
775	750,6	1,315
776	751,1	1,398
777	751,7	1,49
778	752,3	1,513
779	752,9	1,49
780	753,5	1,546
781	754,1	1,602
782	754,7	1,766
783	755,2	1,839
784	755,8	1,936
785	756,4	2,019
786	757	2,114
787	757,6	2,146
788	758,2	2,322
789	758,7	2,444
790	759,3	2,553
791	759,9	2,636
792	760,5	2,759
793	761,1	2,86
794	761,7	3,007
795	762,3	3,159
796	762,9	3,193
797	763,4	3,227
798	764	3,366
799	764,6	3,436
800	765,2	3,495
801	765,8	3,521
802	766,4	3,619
803	767	3,779
804	767,6	3,755
805	768,1	3,732
806	768,7	3,644
807	769,3	3,653
808	769,9	3,663
809	770,5	3,716
810	771,1	3,769
811	771,7	3,838
812	772,3	4,041
813	772,9	4,417
814	773,4	4,751
815	774	4,8
816	774,6	4,879
817	775,2	4,877
818	775,8	4,875
819	776,4	4,699
820	777	4,605
821	777,6	4,675
822	778,1	4,746
823	778,7	5,191
824	779,3	5,549
825	779,9	5,695
826	780,5	5,754
827	781,1	5,812
828	781,7	6,353
829	782,3	6,697
830	782,9	6,681
831	783,4	6,474
832	784	6,499
833	784,6	6,523
834	785,2	7,05
835	785,8	7,616
836	786,4	8,042
837	787	8,279
838	787,6	8,349
839	788,1	8,88
840	788,7	9,352
841	789,3	9,368
842	789,9	9,385
843	790,5	9,451
844	791,1	9,186
845	791,7	8,911
846	792,3	8,894
847	792,8	8,929
848	793,4	8,964
849	794	9,253
850	794,6	9,443
851	795,2	9,889
852	795,8	10,06
853	796,4	10,03
854	797	10,11
855	797,6	10,19
856	798,1	10,35
857	798,7	10,9
858	799,3	11,3
859	799,9	11,01
860	800,5	10,73
861	801,1	10,66
862	801,7	10,82
863	802,3	10,98
864	802,8	11,69
865	803,4	12,07
866	804	12,22
867	804,6	12,04
868	805,2	10,74
869	805,8	10,77
870	806,4	10,79
871	807	10,89
872	807,6	10,88
873	808,1	10,93
874	808,7	10,99
875	809,3	10,75
876	809,9	10,97
877	810,5	11,2
878	811,1	11,83
879	811,7	12,21
880	812,3	12,41
881	812,8	12,61
882	813,4	13
883	814	13,23
884	814,6	13,32
885	815,2	13,05
886	815,8	12,98
887	816,4	12,25
888	817	11,71
889	817,5	11,52
890	818,1	11,31
891	818,7	11,1
892	819,3	10,89
893	819,9	11,14
894	820,5	11,39
895	821,1	12,1
896	821,7	12,85
897	822,3	13,09
898	822,8	13,5
899	823,4	13,68
900	824	12,59
901	824,6	12,25
902	825,2	12,35
903	825,8	12,45
904	826,4	12,59
905	827	12,63
906	827,5	12,67
907	828,1	13,45
908	828,7	13,45
909	829,3	12,87
910	829,9	12,38
911	830,5	12,32
912	831,1	12,25
913	831,7	12,15
914	832,2	12,02
915	832,8	12,48
916	833,4	12,94
917	834	13,95
918	834,6	13,74
919	835,2	13,76
920	835,8	13,78
921	836,4	14,15
922	837	14,22
923	837,5	14,15
924	838,1	14,15
925	838,7	14,2
926	839,3	14,26
927	839,9	13,85
928	840,5	13,94
929	841,1	14,04
930	841,7	14,48
931	842,2	14,37
932	842,8	14,74
933	843,4	15,12
934	844	16,19
935	844,6	16,8
936	845,2	16,85
937	845,8	16,9
938	846,4	17,85
939	846,9	18,13
940	847,5	17,23
941	848,1	16,82
942	848,7	17,24
943	849,3	17,67
944	849,9	18,14
945	850,5	18,69
946	851,1	19,01
947	851,6	20,38
948	852,2	22,15
949	852,8	22,3
950	853,4	22,03
951	854	21,76
952	854,6	21,29
953	855,2	20,34
954	855,8	19,46
955	856,4	19,81
956	856,9	20,15
957	857,5	21,93
958	858,1	21,87
959	858,7	20,99
960	859,3	21,73
961	859,9	22,48
962	860,5	23,38
963	861,1	22,25
964	861,6	21,56
965	862,2	20,46
966	862,8	20,24
967	863,4	20,02
968	864	19,35
969	864,6	19,59
970	865,2	19,83
971	865,8	20,91
972	866,3	21,5
973	866,9	20,56
974	867,5	18,65
975	868,1	18,21
976	868,7	18,27
977	869,3	18,32
978	869,9	19,24
979	870,5	20,03
980	871,1	20,53
981	871,6	21,03
982	872,2	21,19
983	872,8	21,35
984	873,4	22,44
985	874	22,93
986	874,6	23,26
987	875,2	23,2
988	875,8	22,2
989	876,3	22,08
990	876,9	21,95
991	877,5	22,13
992	878,1	22,3
993	878,7	23,53
994	879,3	23,98
995	879,9	24,63
996	880,5	23,04
997	881,1	22,85
998	881,7	22,81
999	882,3	22,81
1000	882,9	23,09
1001	883,4	23,37
1002	884	24,04
1003	884,6	24,38
1004	885,2	24,85
1005	885,8	23,94
1006	886,4	22,8
1007	887	22,4
1008	887,6	22,63
1009	888,2	22,85
1010	888,8	23,07
1011	889,4	22,01
1012	890	22,43
1013	890,6	22,84
1014	891,2	23,57
1015	891,7	24,16
1016	892,3	24,63
1017	892,9	25,71
1018	893,5	27,62
1019	894,1	28,33
1020	894,7	27,64
1021	895,3	26,7
1022	895,9	26,58
1023	896,5	26,25
1024	897,1	26,16
1025	897,7	25,69
1026	898,3	25,66
1027	898,9	26,26
1028	899,5	26,86
1029	900	27,73
1030	900,6	27,45
1031	901,2	25,68
1032	901,8	25,85
1033	902,4	26,02
1034	903	26,8
1035	903,6	25,76
1036	904,2	24,12
1037	904,8	22,52
1038	905,4	22,91
1039	906	23,31
1040	906,6	23,94
1041	907,2	24,21
1042	907,8	24,48
1043	908,3	25,41
1044	908,9	26,81
1045	909,5	27,91
1046	910,1	28,1
1047	910,7	27,71
1048	911,3	27,55
1049	911,9	26,48
1050	912,5	25,22
1051	913,1	24,66
1052	913,7	24,73
1053	914,3	24,79
1054	914,9	25,63
1055	915,5	26,56
1056	916,1	27,06
1057	916,6	27,56
1058	917,2	27,32
1059	917,8	27,25
1060	918,4	27,17
1061	919	26,87
1062	919,6	25,75
1063	920,2	26,08
1064	920,8	26,41
1065	921,4	27,01
1066	922	26,65
1067	922,6	26,07
1068	923,2	25,24
1069	923,8	25,36
1070	924,4	25,48
1071	924,9	25,53
1072	925,5	25,1
1073	926,1	24,89
1074	926,7	24,83
1075	927,3	24,98
1076	927,9	25,13
1077	928,5	24,89
1078	929,1	23,23
1079	929,7	21,83
1080	930,3	20,85
1081	930,9	21,04
1082	931,5	21,24
1083	932,1	22,61
1084	932,7	22,91
1085	933,2	21,98
1086	933,8	21,54
1087	934,4	21,52
1088	935	22,01
1089	935,6	22,5
1090	936,2	23,63
1091	936,8	22,9
1092	937,4	22,54
1093	938	22,31
1094	938,6	21,91
1095	939,2	21,52
1096	939,8	21,31
1097	940,4	21,3
1098	941	21,56
1099	941,5	21,81
1100	942,1	21,11
1101	942,7	21,05
1102	943,3	21
1103	943,9	20,81
1104	944,5	20,13
1105	945,1	20,36
1106	945,7	20,58
1107	946,3	20,22
1108	946,9	20,04
1109	947,5	19,87
1110	948,1	19,76
1111	948,7	20,22
1112	949,3	20,68
1113	949,8	22,14
1114	950,4	22,75
1115	951	23,07
1116	951,6	22,96
1117	952,2	22,33
1118	952,8	22,39
1119	953,4	22,45
1120	954	22,37
1121	954,6	21,62
1122	955,2	21,42
1123	955,8	21,66
1124	956,4	21,91
1125	957	22,84
1126	957,6	23,49
1127	958,1	23,39
1128	958,7	23,74
1129	959,3	24,08
1130	959,9	24,56
1131	960,5	25,03
1132	961,1	25,58
1133	961,7	26,4
1134	962,3	26,28
1135	962,9	26,04
1136	963,5	25,46
1137	964,1	24,89
1138	964,7	25,25
1139	965,3	25,6
1140	965,9	26,15
1141	966,4	26,19
1142	967	26,6
1143	967,6	26,98
1144	968,2	27,04
1145	968,8	27,1
1146	969,4	27,19
1147	970	27,55
1148	970,6	27,72
1149	971,2	27,78
1150	971,8	27,84
1151	972,4	26,77
1152	973	26,87
1153	973,6	26,97
1154	974,2	28,14
1155	974,7	28,21
1156	975,3	28,41
1157	975,9	29,04
1158	976,5	29,65
1159	977,1	30,88
1160	977,7	32,53
1161	978,3	32,24
1162	978,9	32,71
1163	979,5	33,19
1164	980,1	34,72
1165	980,7	34,9
1166	981,3	35,23
1167	981,9	34,7
1168	982,5	33,2
1169	983	32,69
1170	983,6	33,19
1171	984,2	33,7
1172	984,8	35,34
1173	985,4	35,98
1174	986	35,58
1175	986,6	34,58
1176	987,2	32,75
1177	987,8	32,75
1178	988,4	33,68
1179	989	34,61
1180	989,6	36,53
1181	990,2	38,66
1182	990,8	39,47
1183	991,3	38,95
1184	991,9	39,21
1185	992,5	39,47
1186	993,1	39,65
1187	993,7	37,97
1188	994,3	35,18
1189	994,9	33,72
1190	995,5	34,3
1191	996,1	34,88
1192	996,7	36,5
1193	997,3	37,89
1194	997,9	37,81
1195	998,5	37,85
1196	999,1	37,88
1197	999,6	38,48
1198	1000,2	38,73
1199	1000,8	38,71
1200	1001,4	38,5
1201	1002	38,39
1202	1002,6	39,14
1203	1003,2	39,89
1204	1003,8	41,21
1205	1004,4	41,91
1206	1005	42,5
1207	1005,6	43,91
1208	1006,2	44,21
1209	1006,8	43,66
1210	1007,4	43,72
1211	1007,9	43,79
1212	1008,5	43,75
1213	1009,1	42,8
1214	1009,7	42,65
1215	1010,3	42,76
1216	1010,9	42,88
1217	1011,5	43,14
1218	1012,1	42,99
1219	1012,7	42,83
1220	1013,3	41,32
1221	1013,9	41,2
1222	1014,5	41,09
1223	1015,1	40,68
1224	1015,7	40,63
1225	1016,2	41,85
1226	1016,8	43,07
1227	1017,4	44,21
1228	1018	43,29
1229	1018,6	41,58
1230	1019,2	41,34
1231	1019,8	41,45
1232	1020,4	41,57
1233	1021	42,89
1234	1021,6	44,1
1235	1022,2	44,15
1236	1022,8	43,13
1237	1023,4	41,76
1238	1024	40,54
1239	1024,5	39,74
1240	1025,1	38,54
1241	1025,7	38,4
1242	1026,3	38,64
1243	1026,9	38,87
1244	1027,5	39,39
1245	1028,1	40,75
1246	1028,7	42,28
1247	1029,3	42,15
1248	1029,9	40,36
1249	1030,5	38,34
1250	1031,1	38,05
1251	1031,7	38,78
1252	1032,3	39,5
1253	1032,8	41,4
1254	1033,4	42
1255	1034	41,06
1256	1034,6	39,07
1257	1035,2	38,47
1258	1035,8	38,27
1259	1036,4	38,26
1260	1037	38,25
1261	1037,6	37,94
1262	1038,2	35,44
1263	1038,8	32,9
1264	1039,4	32,33
1265	1040	32,14
1266	1040,6	31,96
1267	1041,1	31,38
1268	1041,7	31,2
1269	1042,3	31,03
1270	1042,9	30,51
1271	1043,5	30,76
